	userId	movieId	rating	timest
82635	796	134	3	892663009
36037	534	150	3	877807873
30623	374	1277	3	880394331
53995	488	269	3	891293606
41603	495	228	5	888632738
95358	690	118	4	881180056
30248	433	754	3	880585162
66274	909	286	4	891919160
90245	707	507	5	886286819
60570	450	161	5	882396245
32826	420	408	4	891356927
77110	731	481	3	886182456
33000	425	831	3	878739095
54843	596	181	4	883539431
3983	184	47	4	889909640
48604	378	509	4	880055672
68199	533	549	4	879439340
54142	782	308	4	891498030
54451	655	919	2	888474490
81789	240	286	5	885775625
47822	243	477	4	879987736
40749	517	1	3	892659892
15348	354	152	3	891306974
19547	437	499	5	880141962
89701	18	962	4	880131631
28524	435	1044	4	884132515
25673	468	258	4	875279126
88814	932	675	4	891249538
46194	480	209	4	891208599
86260	617	452	1	883789590
38499	184	845	3	889907971
58426	418	750	2	891282626
80900	254	112	2	886473631
21857	416	929	4	876698255
60363	870	566	2	882123618
54825	823	211	5	878438585
69179	378	47	4	880055984
19619	328	203	5	885045931
23536	295	91	5	879519556
50172	758	7	5	881975243
298	302	322	2	879436875
17910	363	96	5	891494835
28917	289	222	2	876789463
65099	871	883	3	888192475
50517	751	418	5	889135211
4447	303	203	5	879467669
61486	878	511	4	880866810
33993	496	229	2	876070655
88118	942	316	4	891282618
63115	388	680	5	886439808
99135	449	198	4	880410624
55076	788	739	2	880870149
91019	918	196	3	891987267
88883	700	56	3	884493899
72507	334	1202	4	891544680
88551	855	512	4	879825382
6953	201	708	4	884140247
62677	660	405	2	891198479
58124	293	275	3	888904696
23086	226	508	4	883889984
62038	592	885	2	887257199
12647	399	924	5	882340678
30599	532	591	5	893119335
94034	942	282	5	891282816
76461	796	194	4	892662826
34806	72	476	4	880036048
27250	472	475	5	892791017
73440	514	12	5	875318263
67912	869	50	4	884490892
43717	268	561	3	876513897
90343	551	143	4	892777274
98689	95	386	2	880572356
69699	914	155	5	887124121
91788	886	214	3	876032072
50683	760	183	2	875667366
10089	201	527	3	884111360
39013	601	482	4	876350142
22365	227	288	2	879035072
34188	551	343	4	892775869
12664	303	778	4	879467815
42860	363	95	3	891496694
16963	422	126	4	875129911
92762	328	281	4	885048930
54709	435	821	2	884132840
31736	44	121	4	878346946
3679	323	127	5	878739137
94243	890	436	3	882402949
40331	650	521	3	891387616
7274	53	181	4	879443046
2135	275	501	3	875154718
26574	197	678	2	891409593
41777	648	685	5	882211924
28988	456	523	4	881373353
4315	308	959	3	887739335
49251	332	38	2	888360488
25169	417	778	4	879648742
20826	312	633	5	891698951
28080	59	52	4	888205615
77764	883	693	4	891717988
20341	233	603	4	880190566
93060	154	152	4	879138832
59016	535	213	5	879618849
62213	889	65	4	880180817
59324	857	321	4	883432352
60656	879	300	3	887760802
31364	455	380	3	879112654
45993	343	10	4	876403009
26408	116	116	3	876453733
1628	316	98	5	880853743
29199	330	660	5	876546752
12434	83	663	5	887665423
34147	497	395	4	879363284
97721	749	975	4	878848369
40976	328	204	3	885045993
11197	43	432	3	875981421
34086	505	176	4	889333340
36346	179	333	5	892151459
18687	432	546	3	889416657
1203	268	386	2	875743978
23370	128	132	3	879966785
48487	537	1134	3	886030176
76123	867	22	5	880078424
16872	360	963	5	880355448
82992	870	1230	2	879901998
74191	906	10	4	879435339
76072	387	204	2	886479771
9683	75	137	4	884050102
80475	454	275	2	888267419
48528	312	137	3	891698224
82220	308	223	4	887737130
62680	655	209	3	887473831
25310	417	1232	2	879649369
96544	690	514	1	881177430
14758	283	50	5	879297134
44555	632	186	5	879459738
10808	13	71	4	882398654
27527	315	271	3	879799546
44814	648	68	1	884882916
56331	518	276	5	876822923
81778	936	1368	5	886832337
85443	280	403	3	891701506
67650	848	118	2	887047243
29269	263	498	5	891298046
84433	851	751	4	883148669
96527	929	197	3	880817780
21872	457	79	5	882396869
35758	380	425	4	885479163
54312	749	951	4	878848533
11994	314	763	5	877886706
54829	449	1011	4	879958685
38641	535	469	3	879618464
54847	807	636	4	892530752
87380	892	473	3	886611023
34303	555	1054	3	879964335
21999	240	272	5	885775536
95958	472	1029	4	875983321
44090	608	133	4	880405165
1403	59	77	4	888206254
58234	655	371	3	887611537
68446	409	115	2	881108777
91480	290	64	4	880474034
77806	804	415	3	879446391
17702	406	443	4	879792897
24577	498	191	4	881957054
33244	503	45	5	880383064
36263	614	117	3	879464352
84096	776	109	4	892210576
91427	795	17	2	883252686
98572	707	1142	1	880059921
7741	313	494	3	891016193
17775	181	879	2	878961542
29709	393	1239	3	889729508
90307	844	919	3	877381534
42912	378	479	4	880055564
24206	359	286	5	886453161
44616	234	416	4	892335616
81359	682	932	1	888522017
44440	583	7	5	879384471
8542	128	602	4	879967478
14424	1	255	2	885345822
45926	279	517	4	879572893
92381	826	190	3	885690636
37181	422	458	3	875130173
20413	422	358	2	875129640
26543	417	265	3	879648026
95686	362	683	1	885019722
57292	151	956	4	879542567
61381	406	528	4	879446361
46642	600	241	5	888451582
8109	363	1007	5	891499355
72558	870	302	4	878737704
2930	291	366	3	874868255
73058	674	751	3	887762398
97453	653	210	4	880150103
68581	654	408	5	887863381
40090	551	80	1	892785300
7804	257	50	5	882049897
72158	653	174	5	878854051
71543	683	307	3	893286347
20329	389	526	3	880087200
7326	330	8	5	876546236
88086	526	271	3	885682124
90115	798	801	3	875915317
2045	256	716	5	882165135
7376	13	137	5	882139804
56934	606	1047	2	880923349
97912	773	751	3	888538175
42911	198	153	4	884207858
67764	95	8	5	879198262
42044	417	849	1	879649632
37033	604	183	3	883668021
49232	590	286	5	879439645
45550	600	450	4	888453144
14015	399	175	3	882342669
24202	409	676	2	881108777
57977	715	655	4	875964203
85870	299	211	4	877880961
18871	17	744	3	885272606
57772	699	820	2	880696597
55493	669	302	4	891182948
87314	869	100	5	884493279
59041	676	258	2	892685370
66996	608	1221	2	880406800
73768	860	311	4	882120528
95930	189	186	2	893266027
61923	437	79	4	880143855
49758	599	948	4	880951281
76284	939	993	4	880260853
42721	643	70	3	892502414
28029	389	483	5	879991535
4136	57	588	4	883698454
97057	24	151	5	875322848
89326	160	9	3	876767023
68754	655	459	2	891408204
46863	436	441	3	887772060
98126	435	763	5	884133544
7278	238	300	4	883575836
31450	263	527	5	891299148
28736	95	282	4	880573506
20354	276	98	5	874792663
53042	610	419	5	888703241
13509	383	663	5	891192778
58225	854	87	4	882814063
90938	886	959	3	876032473
7867	308	98	3	887737334
98544	523	435	5	883702263
2471	75	409	3	884050829
45581	660	930	2	891198762
49529	297	32	4	875239267
97943	774	546	1	888558565
70801	580	125	3	884125387
60301	595	544	3	886921699
80536	932	736	3	891249261
53309	697	283	5	882622146
43524	244	1188	4	880608864
19120	144	942	4	888106044
36332	537	509	4	886031540
44595	148	227	4	877399083
39046	495	479	4	888632574
86537	42	755	4	881108425
11556	152	67	5	882477689
98663	746	168	3	885075790
52305	178	1197	4	882824055
69465	774	428	1	888556090
55991	766	127	5	891309011
93445	936	294	3	886831679
61285	487	713	4	883444631
6281	94	1074	2	891723427
38672	532	658	5	893119335
77763	490	1383	1	875428417
11957	256	77	3	882164955
22621	451	264	3	879012604
55428	450	900	5	885944864
93592	774	265	3	888557237
3823	42	210	5	881108633
33345	158	111	4	880134261
17258	181	459	1	878962349
68963	593	1221	3	875671982
25847	222	521	5	878184866
3332	78	1160	5	879634134
48883	180	739	3	877128156
145	244	756	2	880605157
73796	406	513	5	879445378
10636	137	472	4	881433336
47939	717	322	5	884642133
32341	160	933	3	876767621
18732	43	215	5	883955467
87328	7	357	5	892135347
23032	262	169	3	879791844
96369	865	1	1	880143424
63344	334	225	3	891545645
95087	798	323	4	875295469
70448	758	1039	5	881975787
6617	95	132	3	880570993
86224	600	518	5	888451908
99752	939	471	5	880261254
1805	151	317	5	879524610
47976	585	1623	4	891283921
6357	58	340	4	884305708
62523	804	1028	3	879445556
19127	423	348	3	891394910
72058	346	196	3	874950692
29755	10	245	4	877886281
13195	16	318	5	877718107
32044	151	215	3	879524420
28114	484	255	3	882079980
45041	456	421	3	881374086
31282	565	52	5	891037524
20268	299	289	3	877877323
63228	271	480	4	885848475
76202	524	1048	4	884627594
69609	708	476	3	892719385
95767	919	69	3	875921182
69466	896	233	2	887160631
89048	694	484	4	875726707
49851	537	975	3	886030281
56681	650	451	2	891384202
98694	393	823	3	889730262
68051	619	685	3	885953850
87452	805	588	2	881695527
70511	815	432	5	878694952
5019	267	684	4	878973088
98307	889	219	2	880178131
17683	254	258	4	887347560
10485	60	163	4	883327566
62985	510	322	3	887667752
41523	234	636	3	892336358
21522	342	1014	1	874984531
87898	881	62	4	876538666
49556	607	222	3	883879613
80897	59	380	3	888205956
12772	207	241	3	877995673
6505	207	42	4	877878688
9825	330	208	5	876546409
55842	320	172	4	884749227
3936	234	959	2	892334189
84854	614	7	2	879464215
71945	934	554	4	891194462
15687	418	362	1	891282765
90922	892	62	4	886610011
42508	381	640	5	892696168
53128	253	1039	4	891628199
6089	72	45	5	880037853
55233	624	305	4	891961140
50289	378	220	2	880044944
84736	210	28	4	887736175
98073	232	357	4	888549721
49206	747	116	4	888639318
21785	267	65	4	878972071
18933	417	127	4	879646144
5024	110	300	3	886987380
58674	585	18	2	891283124
14624	334	558	4	891546231
49713	735	9	4	876698755
15030	405	366	3	885545552
84331	184	629	3	889911162
99410	733	291	2	879536608
28618	445	881	1	891199510
28889	293	546	1	888904927
95824	343	1112	3	876406314
49311	592	193	5	882955948
53974	177	129	3	880130653
9747	265	125	4	875320516
32185	280	315	5	891700184
37699	217	147	3	889070174
18719	185	447	4	883526268
57403	806	172	3	882387373
62165	604	443	3	883668352
74086	655	863	3	887473995
24939	313	420	5	891014782
61780	763	961	5	878919083
5201	94	727	5	891722458
75319	487	229	3	884042207
62546	578	222	4	888957788
57506	746	399	3	885075211
18878	120	148	3	889490499
93559	894	278	4	880416419
77545	692	194	4	876953340
98459	423	508	4	891395394
97725	682	783	2	888521291
20999	374	135	4	882159077
6491	296	654	5	884197419
44731	561	578	3	885810575
74306	540	333	4	882156617
94183	862	566	3	879304571
98258	665	210	4	884293789
73945	637	246	2	882903447
79512	474	25	5	887916608
99281	709	1	4	879847730
20533	2	282	4	888551922
22810	178	764	3	888514648
69043	512	50	5	888579997
10344	7	481	5	891352341
5999	58	8	4	884304955
59575	811	294	4	886377483
91895	741	172	5	891018339
74597	505	144	3	889333861
7466	268	483	5	875309859
88822	773	212	2	888538980
78629	653	702	3	880151918
94860	769	1322	2	885424730
28833	532	345	4	884594358
41042	295	357	4	879517136
56056	786	699	4	882844295
38653	363	172	5	891495711
19886	268	302	5	876513584
87031	592	886	3	882607476
33184	118	171	5	875384825
19812	222	270	2	878181181
43824	559	511	2	891034347
61087	328	302	4	885044380
14752	371	663	5	880435238
20004	291	288	5	874805453
28025	456	462	3	881373506
89739	804	425	4	879442643
13751	357	334	4	878951101
69511	394	141	3	880888815
5153	179	345	1	892151565
35097	455	288	2	879110767
86834	472	554	5	875982771
41572	343	473	3	876403212
78063	13	779	3	882398255
16463	264	230	4	886122644
27591	343	177	4	876407252
47856	10	708	4	877892438
586	79	303	4	891271203
37158	458	425	3	886398246
50075	704	50	5	891397262
29198	442	1098	4	883388237
53719	281	289	3	881200704
94596	839	845	4	875752237
35805	90	531	4	891383204
90163	591	110	2	891031676
73200	247	340	3	893081396
91454	752	995	4	891208261
94455	904	815	4	879735678
31544	44	450	2	883613335
97075	532	347	4	884594422
81564	690	781	2	881177662
9153	58	182	4	884304701
18419	399	1220	2	882343389
38214	585	638	4	891284016
74004	918	606	4	891987132
10732	314	155	5	877891575
28235	72	118	3	880036346
74801	749	153	4	878848828
72340	916	134	5	880844123
12198	320	90	4	884751034
1105	207	554	2	877822854
26181	470	221	4	879178370
3406	286	655	3	889651746
31386	478	427	4	889388633
62056	397	318	4	885349610
90246	830	134	3	891464054
80642	709	144	3	879846622
68979	532	367	5	893119439
67459	833	977	2	879818799
23990	379	701	4	892879481
91184	935	9	1	884472352
50652	669	347	3	891182948
18054	450	58	3	882373464
85049	606	273	4	878143509
15561	311	1046	3	884366307
29414	456	133	3	881373084
80593	268	388	1	875743979
71491	612	259	3	875324355
94779	717	1047	4	884642981
51831	345	204	4	884991925
62055	843	1411	3	879449377
30680	537	3	2	886030317
90614	892	1091	2	886611079
39068	588	288	4	890014818
75206	92	322	3	890251700
8354	234	603	4	892333573
92913	417	549	3	879647924
62511	893	147	3	874828569
34163	559	514	4	891035633
29503	181	413	2	878963241
55155	682	21	4	888522194
80672	870	340	3	882464808
26190	443	323	2	883504866
35020	577	380	3	880474991
80190	308	356	3	887740833
45598	548	292	4	891042530
39385	145	123	4	879161848
16423	430	10	4	877225726
79007	8	55	5	879362286
89369	896	147	2	887159464
3375	82	208	3	878769815
52725	196	153	5	881251820
52367	561	693	3	885808620
72709	711	238	4	879993126
11312	360	302	4	880353526
77842	889	232	3	880182270
15466	234	433	2	892079910
34993	325	269	4	891477567
99680	588	265	5	890025621
47548	62	1129	5	879372060
52239	747	648	5	888734012
18632	435	273	5	884131298
93301	825	411	3	889021134
34296	456	179	5	881372779
30254	8	82	5	879362356
90448	709	540	3	879848744
38155	253	1468	3	891628142
76453	62	72	3	879375762
76326	592	235	3	882608662
36571	608	265	3	880406470
80097	867	1159	5	880078796
91525	181	1352	1	878962240
52415	495	386	3	888636837
35849	596	123	2	883539767
34166	568	185	4	877907834
15989	309	300	3	877370288
51613	749	222	3	878847716
31349	352	12	4	884290428
85125	851	262	4	890343320
45373	588	399	3	890027379
50140	566	288	3	881650627
8710	55	678	3	878176206
